,Index,word,frequency,Is requirment
362,2462,frequently,9,
363,2463,indoor,9,
364,2464,beginning,9,
365,2465,spider,9,
366,2466,psychosocial,9,1.0
367,2467,importer,9,
368,2468,somewhere,9,
369,2469,football,9,
370,2470,initiating,9,1.0
371,2471,lean,9,
372,2472,cash,9,
373,2473,attache,9,
374,2474,propose,9,1.0
375,2475,occur,9,
376,2476,freely,9,
377,2477,prevent,9,1.0
378,2478,remedial,9,
379,2479,increased,9,
380,2480,bike,9,
381,2481,cutting,9,
382,2482,boundary,9,
383,2483,son,9,
384,2484,forget,9,
385,2485,drainage,9,
386,2486,scheduling,9,
387,2487,insurer,9,
388,2488,compelling,9,
389,2489,receipt,9,
390,2490,login,9,
391,2491,newly,9,
392,2492,mixed,9,
393,2493,endless,9,
394,2494,nine,9,
395,2495,generator,9,
396,2496,spot,9,
397,2497,swing,9,
398,2498,useful,9,
399,2499,warning,9,
400,2500,opened,9,
401,2501,safer,9,
402,2502,relaxed,9,
403,2503,patience,9,
404,2504,decontamination,9,1.0
405,2505,disinfection,9,
406,2506,sewerage,9,
407,2507,twice,9,
408,2508,nicest,9,1.0
409,2509,detection,9,
410,2510,hire,9,
411,2511,scalability,9,1.0
412,2512,defined,9,
413,2513,employing,9,
414,2514,headquarters,9,
415,2515,trademark,9,
416,2516,finish,9,
417,2517,celebrate,9,
418,2518,chief,9,
419,2519,collaborates,9,1.0
420,2520,authorization,9,1.0
421,2521,designed,9,
422,2522,star,9,
423,2523,consultancy,9,
424,2524,award,9,
425,2525,realistic,9,1.0
426,2526,cooperative,9,1.0
427,2527,constructor,9,
428,2528,nowhere,9,
429,2529,broadcast,9,
430,2530,productive,9,1.0
431,2531,tag,9,
432,2532,elevator,9,
433,2533,optional,9,
434,2534,sorting,9,
435,2535,serf,9,
436,2536,peak,9,
437,2537,homely,9,
438,2538,recognizable,9,
439,2539,everywhere,9,
440,2540,resulting,9,
441,2541,comfort,9,
442,2542,depend,9,
443,2543,monumental,9,
444,2544,completeness,9,1.0
445,2545,capable,9,
446,2546,entitled,9,
447,2547,posse,9,
448,2548,transaction,9,1.0
449,2549,pub,9,
450,2550,coding,9,1.0
451,2551,calculating,9,
452,2552,maritime,9,
453,2553,stake,9,
454,2554,renovated,9,
455,2555,evident,9,
456,2556,ago,9,
457,2557,alongside,9,
458,2558,man,9,
459,2559,collecting,9,
460,2560,perk,9,
461,2561,innovating,9,
462,2562,importantly,9,
463,2563,oversee,9,
464,2564,limited,9,
465,2565,broker,9,
466,2566,personalized,9,1.0
467,2567,devise,9,
468,2568,translation,9,1.0
469,2569,leverage,9,
470,2570,publishing,9,1.0
471,2571,disruptive,9,
472,2572,barrack,9,
473,2573,standby,9,
474,2574,consultative,9,1.0
475,2575,audit,9,1.0
476,2576,strengthening,9,
477,2577,embrace,9,1.0
478,2578,dell,9,
479,2579,camper,9,
480,2580,animal,9,
481,2581,literally,9,
482,2582,woman,9,
483,2583,subsidiary,9,
484,2584,dimension,9,
485,2585,attending,9,
486,2586,sporty,9,
487,2587,salt,9,
488,2588,audiovisual,9,
489,2589,align,9,
490,2590,countless,9,
491,2591,communicator,9,
492,2592,factor,9,
493,2593,serving,9,
494,2594,x,9,
495,2595,reputable,9,1.0
496,2596,taste,9,
497,2597,musical,9,1.0
498,2598,iron,9,
499,2599,prioritizing,9,1.0
500,2600,converting,9,1.0
501,2601,weather,9,
502,2602,cam,9,
503,2603,medicinal,9,
504,2604,shelter,9,
505,2605,northern,8,
506,2606,town,8,
507,2607,produced,8,
508,2608,stored,8,
509,2609,accuracy,8,1.0
510,2610,facet,8,
511,2611,guaranteed,8,
512,2612,signal,8,
513,2613,telephony,8,
514,2614,affiliated,8,
515,2615,milestone,8,
516,2616,attn,8,
517,2617,describe,8,
518,2618,stability,8,
519,2619,instead,8,
520,2620,inner,8,
521,2621,decisively,8,
522,2622,receives,8,
523,2623,educationalist,8,1.0
524,2624,peter,8,
525,2625,virus,8,
526,2626,edge,8,
527,2627,contemporary,8,
528,2628,ammunition,8,
529,2629,stimulated,8,
530,2630,fashion,8,
531,2631,bear,8,
532,2632,centric,8,
533,2633,marketplace,8,
534,2634,customization,8,
535,2635,unknown,8,
536,2636,inhabitant,8,
537,2637,genuinely,8,
538,2638,courage,8,
539,2639,rapid,8,
540,2640,generally,8,
541,2641,outstanding,8,
542,2642,minimal,8,
543,2643,distribute,8,1.0
544,2644,rounder,8,
545,2645,justice,8,
546,2646,stating,8,
547,2647,establishing,8,
548,2648,permanently,8,
549,2649,ethnicity,8,
550,2650,caseload,8,
551,2651,mapping,8,1.0
552,2652,handed,8,
553,2653,acquiring,8,
554,2654,canteen,8,
555,2655,shaping,8,1.0
556,2656,transporter,8,1.0
557,2657,logistical,8,1.0
558,2658,blog,8,
559,2659,difficulty,8,
560,2660,submitted,8,
561,2661,articulate,8,1.0
562,2662,fix,8,
563,2663,declaration,8,
564,2664,tap,8,
565,2665,contributory,8,
566,2666,liaison,8,
567,2667,circumstance,8,
568,2668,operationally,8,
569,2669,appointed,8,
570,2670,evolve,8,
571,2671,regardless,8,
572,2672,lifestyle,8,
573,2673,calculated,8,
574,2674,periodically,8,
575,2675,habit,8,
576,2676,spacious,8,
577,2677,apple,8,
578,2678,existence,8,
579,2679,exceptional,8,
580,2680,radar,8,
581,2681,surface,8,
582,2682,recognizes,8,
583,2683,quote,8,
584,2684,rail,8,
585,2685,ambassador,8,
586,2686,talented,8,1.0
587,2687,brief,8,
588,2688,interpretation,8,1.0
589,2689,systematically,8,
590,2690,friendliness,8,1.0
591,2691,globally,8,
592,2692,interim,8,
593,2693,entirely,8,
594,2694,entering,8,
595,2695,aerial,8,
596,2696,movie,8,
597,2697,definition,8,
598,2698,rent,8,
599,2699,waste,8,
600,2700,boat,8,1.0
601,2701,evidence,8,
602,2702,inviting,8,
603,2703,coverage,8,
604,2704,packing,8,1.0
605,2705,familiarity,8,1.0
606,2706,mentoring,8,
607,2707,ceiling,8,
608,2708,prototype,8,
609,2709,dedicated,8,
610,2710,ai,8,
611,2711,publish,8,
612,2712,finished,8,
613,2713,manages,8,
614,2714,beside,8,
615,2715,experiment,8,
616,2716,varies,8,
617,2717,toolbox,8,
618,2718,referral,8,
619,2719,protect,8,
620,2720,genetic,8,
621,2721,cent,8,
622,2722,authentic,8,1.0
623,2723,ill,8,
624,2724,admitted,8,
625,2725,insulated,8,
626,2726,trailer,8,
627,2727,outdoor,8,
628,2728,tracing,8,
629,2729,frank,8,
630,2730,k,8,
631,2731,g,8,
632,2732,installed,8,
633,2733,prominent,8,
634,2734,warehousing,8,
635,2735,adhere,8,
636,2736,motto,8,
637,2737,voice,8,
638,2738,structurally,8,
639,2739,mechanization,8,1.0
640,2740,risky,8,
641,2741,woodworking,8,
642,2742,footprint,8,
643,2743,recipe,8,
644,2744,interviewing,8,
645,2745,neat,8,1.0
646,2746,micro,8,
647,2747,specifically,8,
648,2748,kept,8,
649,2749,physiotherapy,8,1.0
650,2750,poverty,8,
651,2751,ironworker,8,
652,2752,turning,7,
653,2753,observing,7,
654,2754,authorized,7,
655,2755,sold,7,
656,2756,nearly,7,
657,2757,keen,7,
658,2758,created,7,
659,2759,informing,7,
660,2760,log,7,
661,2761,pace,7,
662,2762,losing,7,
663,2763,sensitivity,7,1.0
664,2764,enthusiastically,7,1.0
665,2765,shorter,7,
666,2766,adjusted,7,
667,2767,sensitive,7,
668,2768,delve,7,
669,2769,flawlessly,7,
670,2770,mastery,7,
671,2771,radiate,7,
672,2772,visual,7,
673,2773,tactical,7,1.0
674,2774,psychology,7,1.0
675,2775,visible,7,
676,2776,extent,7,
677,2777,encouraged,7,1.0
678,2778,understood,7,
679,2779,recognition,7,1.0
680,2780,bright,7,1.0
681,2781,pocket,7,
682,2782,vice,7,
683,2783,intermediary,7,
684,2784,vitae,7,
685,2785,confidential,7,1.0
686,2786,locating,7,
687,2787,renovate,7,1.0
688,2788,roofing,7,1.0
689,2789,seen,7,
690,2790,acquired,7,
691,2791,promoting,7,
692,2792,checked,7,
693,2793,ratio,7,
694,2794,unexpected,7,
695,2795,mentor,7,
696,2796,remaining,7,
697,2797,fundamental,7,1.0
698,2798,ideally,7,
699,2799,moved,7,
700,2800,parameter,7,
701,2801,advises,7,1.0
702,2802,nationally,7,
703,2803,toilet,7,1.0
704,2804,technological,7,
705,2805,preventing,7,1.0
706,2806,staying,7,
707,2807,besides,7,
708,2808,reputation,7,1.0
709,2809,depot,7,
710,2810,electric,7,
711,2811,parcel,7,
712,2812,resolved,7,1.0
713,2813,pattern,7,
714,2814,stuck,7,
715,2815,premise,7,
716,2816,eat,7,
717,2817,consciously,7,
718,2818,quiet,7,
719,2819,submission,7,
720,2820,resourceful,7,
721,2821,radio,7,
722,2822,opposite,7,
723,2823,corp,7,
724,2824,breakfast,7,
725,2825,visiting,7,
726,2826,lay,7,
727,2827,opening,7,
728,2828,controlled,7,
729,2829,faced,7,
730,2830,upcoming,7,
731,2831,crazy,7,
732,2832,moreover,7,
733,2833,treated,7,
734,2834,forecasting,7,1.0
735,2835,covered,7,
736,2836,lively,7,
737,2837,catch,7,
738,2838,diabetes,7,
739,2839,urgency,7,
740,2840,reinforcement,7,
741,2841,configuration,7,
742,2842,appropriately,7,
743,2843,reassure,7,
744,2844,ongoing,7,
745,2845,conservation,7,
746,2846,boarding,7,
747,2847,subsequent,7,
748,2848,television,7,
749,2849,vast,7,
750,2850,recommending,7,1.0
751,2851,launching,7,
752,2852,verbally,7,
753,2853,distinguishes,7,
754,2854,acceptable,7,
755,2855,procurement,7,1.0
756,2856,conviction,7,
757,2857,freshly,7,
758,2858,interactive,7,1.0
759,2859,adaptable,7,1.0
760,2860,webinars,7,
761,2861,surveillance,7,1.0
762,2862,autonomy,7,
763,2863,flourish,7,
764,2864,spare,7,
765,2865,navy,7,
766,2866,participating,7,1.0
767,2867,confirmation,7,
768,2868,integral,7,
769,2869,cd,7,
770,2870,mechanically,7,
771,2871,hydraulics,7,
772,2872,pneumatics,7,
773,2873,mentally,7,
774,2874,reserved,7,
775,2875,prosperity,7,
776,2876,salesperson,7,
777,2877,sharp,7,
778,2878,nautical,7,
779,2879,inspecting,7,
780,2880,sincere,7,
781,2881,sc,7,
782,2882,mot,7,
783,2883,catered,7,
784,2884,claustrophobia,7,
785,2885,crawl,7,
786,2886,promising,7,
787,2887,instrumentation,7,
788,2888,approx,7,
789,2889,thermal,7,
790,2890,quantitative,7,
791,2891,calibration,7,
792,2892,oud,7,
793,2893,escalation,7,
794,2894,individually,7,
795,2895,tough,7,
796,2896,specializing,7,
797,2897,island,7,
798,2898,ecosystem,7,
799,2899,investigate,7,
800,2900,soldier,7,
801,2901,attendance,7,
802,2902,smartphones,7,
803,2903,woodworker,7,
804,2904,misunderstood,7,
805,2905,bond,7,
806,2906,empowers,7,
807,2907,convinced,7,
808,2908,transforming,7,1.0
809,2909,purification,7,
810,2910,nick,7,
811,2911,transform,7,
812,2912,programmer,7,1.0
813,2913,hinge,7,
814,2914,milling,7,
815,2915,listed,7,
816,2916,negotiate,7,1.0
817,2917,accelerated,7,
818,2918,bind,6,
819,2919,mega,6,
820,2920,surprised,6,
821,2921,virtually,6,
822,2922,invoice,6,
823,2923,bored,6,
824,2924,incentive,6,
825,2925,bean,6,
826,2926,trajectory,6,
827,2927,upper,6,
828,2928,wonder,6,
829,2929,quarterly,6,
830,2930,white,6,1.0
831,2931,leisure,6,
832,2932,investing,6,1.0
833,2933,locally,6,
834,2934,encourages,6,1.0
835,2935,camera,6,
836,2936,port,6,
837,2937,grab,6,
838,2938,picked,6,
839,2939,mood,6,
840,2940,changed,6,
841,2941,accommodate,6,
842,2942,helm,6,
843,2943,powerful,6,1.0
844,2944,absent,6,
845,2945,ethnic,6,1.0
846,2946,standardization,6,
847,2947,script,6,
848,2948,sit,6,
849,2949,preliminary,6,
850,2950,assertive,6,
851,2951,visualization,6,
852,2952,merchandising,6,
853,2953,assortment,6,
854,2954,owned,6,
855,2955,aligned,6,
856,2956,enhance,6,
857,2957,pupil,6,
858,2958,underlying,6,
859,2959,mentioned,6,
860,2960,barrier,6,
861,2961,timeline,6,
862,2962,pl,6,
863,2963,formal,6,
864,2964,dependency,6,1.0
865,2965,earned,6,
866,2966,supervisory,6,
867,2967,versa,6,
868,2968,partially,6,
869,2969,okay,6,
870,2970,systematic,6,
871,2971,distinction,6,
872,2972,argument,6,1.0
873,2973,walled,6,
874,2974,encounter,6,
875,2975,mixing,6,
876,2976,query,6,
877,2977,invent,6,
878,2978,pipework,6,
879,2979,assessed,6,1.0
880,2980,news,6,
881,2981,fulfilling,6,
882,2982,finalizing,6,1.0
883,2983,radiator,6,
884,2984,stubborn,6,1.0
885,2985,thereof,6,
886,2986,loyal,6,1.0
887,2987,ease,6,
888,2988,addressed,6,
889,2989,plane,6,
890,2990,pilot,6,
891,2991,recognizing,6,1.0
892,2992,garage,6,
893,2993,repaired,6,
894,2994,late,6,
895,2995,conveyor,6,
896,2996,standardized,6,
897,2997,compressed,6,
898,2998,cleaned,6,
899,2999,feeding,6,1.0
900,3000,painting,6,1.0
901,3001,dignified,6,1.0
902,3002,historic,6,
903,3003,striking,6,
904,3004,captain,6,
905,3005,celebrating,6,
906,3006,reflect,6,
907,3007,desire,6,
908,3008,memory,6,
909,3009,retrieve,6,
910,3010,converted,6,
911,3011,relaxation,6,
912,3012,matrix,6,
913,3013,controlling,6,
914,3014,invests,6,
915,3015,discreet,6,
916,3016,uniquely,6,
917,3017,farm,6,
918,3018,book,6,
919,3019,newest,6,
920,3020,issuing,6,
921,3021,resilience,6,1.0
922,3022,variation,6,
923,3023,comply,6,
924,3024,cleanliness,6,1.0
925,3025,despite,6,
926,3026,bad,6,
927,3027,definite,6,
928,3028,linking,6,
929,3029,hopefully,6,
930,3030,reefer,6,
931,3031,campus,6,
932,3032,happening,6,
933,3033,laugh,6,
934,3034,absence,6,
935,3035,exchanging,6,
936,3036,propagating,6,
937,3037,administratively,6,
938,3038,preservation,6,
939,3039,emission,6,
940,3040,fertilizer,6,
941,3041,disciplined,6,1.0
942,3042,domestic,6,
943,3043,prove,6,
944,3044,clarity,6,
945,3045,workspace,6,
946,3046,tank,6,
947,3047,mig,6,
948,3048,maintains,6,
949,3049,declarant,6,
950,3050,fifteen,6,
951,3051,appreciation,6,
952,3052,shorten,6,
953,3053,conceptual,6,1.0
954,3054,host,6,
955,3055,detecting,6,
956,3056,modality,6,
957,3057,modular,6,
958,3058,tight,6,
959,3059,demonstration,6,
960,3060,inspectorate,6,1.0
961,3061,explosive,6,
962,3062,indirectly,6,
963,3063,similarity,6,
964,3064,resemble,6,
965,3065,observe,6,
966,3066,cardiology,6,1.0
967,3067,iconic,6,
968,3068,tendering,6,
969,3069,signing,6,
970,3070,effortlessly,6,1.0
971,3071,robust,6,1.0
972,3072,objection,6,1.0
973,3073,pol,6,
974,3074,openness,6,1.0
975,3075,orthodontics,6,1.0
976,3076,diagnosing,6,1.0
977,3077,pain,6,
978,3078,injection,6,
979,3079,dedication,6,1.0
980,3080,smarter,6,1.0
981,3081,sealant,6,
982,3082,minor,6,
983,3083,processor,6,
984,3084,alternate,6,
985,3085,balanced,6,1.0
986,3086,grand,6,
987,3087,circular,6,
988,3088,supplied,6,
989,3089,drop,6,
990,3090,conditional,6,
991,3091,op,6,
992,3092,saving,6,
993,3093,spearhead,6,
994,3094,daycare,6,
995,3095,steer,6,
996,3096,cultivation,6,1.0
997,3097,conservatory,6,
998,3098,sandwich,6,
999,3099,appel,6,
0,3100,attainment,6,
1,3101,pathway,6,
2,3102,centipede,6,
3,3103,learned,6,1.0
4,3104,transparent,6,1.0
5,3105,mineral,6,
6,3106,kingdom,6,
7,3107,holder,6,
8,3108,alert,6,
9,3109,docker,6,
10,3110,deployable,6,
11,3111,saw,6,
12,3112,named,6,
13,3113,pregnancy,6,
14,3114,hairdresser,6,
15,3115,bulb,6,
16,3116,surgery,6,
17,3117,acquire,6,
18,3118,innovator,6,1.0
19,3119,shipping,6,
20,3120,hello,6,
21,3121,involving,6,
22,3122,crime,6,
23,3123,tinker,6,
24,3124,committee,6,
25,3125,hobby,6,
26,3126,stream,6,
27,3127,brigade,6,
28,3128,notebook,6,
29,3129,array,6,
30,3130,exists,6,
31,3131,achievement,6,1.0
32,3132,combustion,6,
33,3133,salesman,6,
34,3134,biology,6,1.0
35,3135,mistake,6,
36,3136,unlock,6,
37,3137,composition,6,
38,3138,sanitation,6,1.0
39,3139,flower,6,
40,3140,asbestos,6,
41,3141,studio,6,
42,3142,weighing,6,
43,3143,fitting,6,
44,3144,trampoline,6,
45,3145,embedded,6,
46,3146,hoisting,6,
47,3147,nuclear,6,
48,3148,urban,6,1.0
49,3149,aftercare,6,
50,3150,ar,6,
51,3151,majority,6,
52,3152,granted,6,
53,3153,radiation,6,
54,3154,cancer,6,
55,3155,upstream,6,
56,3156,placement,5,
57,3157,adobe,5,
58,3158,airport,5,
59,3159,mouth,5,
60,3160,mask,5,
61,3161,kid,5,
62,3162,gadget,5,
63,3163,tasty,5,
64,3164,preparatory,5,
65,3165,dependent,5,
66,3166,lower,5,
67,3167,exclusive,5,
68,3168,fry,5,
69,3169,ton,5,
70,3170,optimistic,5,1.0
71,3171,hang,5,
72,3172,convenience,5,
73,3173,wont,5,
74,3174,topper,5,
75,3175,compilation,5,
76,3176,contagious,5,
77,3177,eagerness,5,1.0
78,3178,mild,5,
79,3179,slot,5,
80,3180,chart,5,
81,3181,describes,5,
82,3182,reviewing,5,
83,3183,registering,5,
84,3184,cordially,5,1.0
85,3185,welcoming,5,1.0
86,3186,regain,5,
87,3187,chosen,5,
88,3188,double,5,
89,3189,kindly,5,
90,3190,stack,5,
91,3191,meantime,5,
92,3192,combining,5,
93,3193,rainwater,5,
94,3194,invitation,5,
95,3195,cooperate,5,1.0
96,3196,playing,5,
97,3197,adapting,5,1.0
98,3198,trading,5,
99,3199,retention,5,
100,3200,notification,5,
101,3201,functionally,5,
102,3202,geography,5,
103,3203,tutoring,5,1.0
104,3204,bag,5,
105,3205,supervised,5,
106,3206,throw,5,
107,3207,elaborate,5,
108,3208,king,5,
109,3209,simplify,5,
110,3210,recommend,5,
111,3211,understands,5,1.0
112,3212,invoicing,5,
113,3213,continually,5,
114,3214,lasting,5,
115,3215,foster,5,
116,3216,remote,5,
117,3217,allocation,5,
118,3218,beat,5,
119,3219,snack,5,
120,3220,forgot,5,
121,3221,quarter,5,
122,3222,although,5,
123,3223,relational,5,
124,3224,protecting,5,
125,3225,anymore,5,
126,3226,china,5,
127,3227,transferred,5,
128,3228,compact,5,
129,3229,mediation,5,
130,3230,approaching,5,
131,3231,adaptability,5,1.0
132,3232,drain,5,
133,3233,suited,5,
134,3234,semi,5,
135,3235,founder,5,
136,3236,reside,5,
137,3237,offline,5,
138,3238,inspiration,5,
139,3239,push,5,
140,3240,appealing,5,
141,3241,calendar,5,
142,3242,broadest,5,
143,3243,complicated,5,
144,3244,maturity,5,1.0
145,3245,tactically,5,1.0
146,3246,solicited,5,
147,3247,arm,5,
148,3248,hardworking,5,1.0
149,3249,emotional,5,1.0
150,3250,corporal,5,
151,3251,optionally,5,
152,3252,replaced,5,
153,3253,permitted,5,
154,3254,localize,5,
155,3255,weight,5,
156,3256,broken,5,
157,3257,emailing,5,1.0
158,3258,containing,5,
159,3259,inquire,5,
160,3260,attend,5,
161,3261,buying,5,1.0
162,3262,pillar,5,
163,3263,vibrant,5,
164,3264,posted,5,
165,3265,sequence,5,
166,3266,consistency,5,1.0
167,3267,capital,5,
168,3268,heavily,5,
169,3269,laundry,5,
170,3270,describing,5,
171,3271,workflow,5,
172,3272,investor,5,
173,3273,tend,5,
174,3274,former,5,
175,3275,classroom,5,
176,3276,happens,5,
177,3277,fanatic,5,
178,3278,inquiry,5,
179,3279,banking,5,
180,3280,hit,5,
181,3281,export,5,
182,3282,overarching,5,
183,3283,methodically,5,1.0
184,3284,actual,5,
185,3285,population,5,
186,3286,fascinating,5,
187,3287,far,5,
188,3288,survive,5,
189,3289,skin,5,
190,3290,highlight,5,
191,3291,partnering,5,
192,3292,passenger,5,
193,3293,tinkering,5,
194,3294,fear,5,
195,3295,qualify,5,1.0
196,3296,attract,5,
197,3297,annually,5,
198,3298,initiator,5,
199,3299,researching,5,1.0
200,3300,economy,5,1.0
201,3301,pleasantly,5,1.0
202,3302,physic,5,
203,3303,manure,5,
204,3304,got,5,
205,3305,popular,5,
206,3306,modify,5,
207,3307,hybrid,5,
208,3308,gone,5,
209,3309,organisation,5,
210,3310,consequence,5,
211,3311,competitor,5,
212,3312,distinctive,5,1.0
213,3313,incurred,5,
214,3314,outlook,5,
215,3315,positively,5,
216,3316,closed,5,
217,3317,pivotal,5,
218,3318,chair,5,
219,3319,horticulture,5,
220,3320,furnishing,5,
221,3321,dismantling,5,
222,3322,savvy,5,1.0
223,3323,learner,5,1.0
224,3324,toward,5,
225,3325,evolving,5,1.0
226,3326,shall,5,
227,3327,onsite,5,
228,3328,briefing,5,
229,3329,gathering,5,
230,3330,matching,5,
231,3331,logistic,5,1.0
232,3332,airspace,5,
233,3333,voluntary,5,
234,3334,reception,5,1.0
235,3335,considers,5,
236,3336,summary,5,
237,3337,sociable,5,1.0
238,3338,aroused,5,
239,3339,became,5,
240,3340,electrically,5,
241,3341,strengthens,5,1.0
242,3342,h,5,
243,3343,oath,5,
244,3344,siemens,5,
245,3345,uploading,5,
246,3346,greatly,5,
247,3347,extreme,5,
248,3348,restoration,5,
249,3349,disclosure,5,
250,3350,removing,5,
251,3351,bound,5,
252,3352,vertical,5,
253,3353,moderate,5,
254,3354,illness,5,
255,3355,percentage,5,
256,3356,anxiety,5,
257,3357,aesthetic,5,
258,3358,severe,5,
259,3359,series,5,
260,3360,press,5,
261,3361,breadth,5,
262,3362,therapeutic,5,1.0
263,3363,literature,5,
264,3364,optic,5,
265,3365,adequately,5,1.0
266,3366,hiring,5,
267,3367,philanthropy,5,
268,3368,upholsterer,5,
269,3369,placed,5,
270,3370,noon,5,
271,3371,busiest,5,
272,3372,clientele,5,
273,3373,vegetable,5,
274,3374,extinguishing,5,
275,3375,hazardous,5,
276,3376,necessity,5,
277,3377,fighter,5,
278,3378,ii,5,
279,3379,diagnostic,5,1.0
280,3380,doubt,5,
281,3381,insulating,5,
282,3382,escalating,5,
283,3383,renewable,5,
284,3384,realizes,5,
285,3385,sitting,5,
286,3386,corner,5,
287,3387,wholesale,5,
288,3388,branding,5,
289,3389,feasible,5,
290,3390,imagine,5,
291,3391,layer,5,
292,3392,scaffolding,5,
293,3393,tom,5,
294,3394,defective,5,
295,3395,smallest,5,
296,3396,intervene,5,
297,3397,autonomously,5,1.0
298,3398,secondment,5,
299,3399,scooter,5,
300,3400,resilient,5,
301,3401,administering,5,1.0
302,3402,introducing,5,
303,3403,brought,5,
304,3404,relieve,5,
305,3405,shortage,5,
306,3406,pitch,5,
307,3407,advancement,5,
308,3408,scaling,5,
309,3409,aggression,5,1.0
310,3410,street,5,
311,3411,excavator,5,
312,3412,score,5,
313,3413,welcomed,5,
314,3414,exquisite,5,
315,3415,navigate,5,
316,3416,enthuse,5,
317,3417,sealing,5,
318,3418,inpatient,5,
319,3419,glazier,5,
320,3420,remove,5,
321,3421,amber,5,
322,3422,cell,5,
323,3423,loyalty,5,1.0
324,3424,representing,5,
325,3425,grasp,5,
326,3426,shipped,5,
327,3427,steering,5,
328,3428,solvency,5,
329,3429,booklet,5,
330,3430,multicultural,5,1.0
331,3431,facilitated,5,
332,3432,met,5,1.0
333,3433,precision,5,
334,3434,ace,5,
335,3435,ray,5,
336,3436,absolutely,5,1.0
337,3437,presenting,5,
338,3438,forum,5,
339,3439,tree,5,
340,3440,instance,5,
341,3441,terrace,5,
342,3442,maximize,5,
343,3443,claim,5,
344,3444,zoom,5,
345,3445,champion,5,
346,3446,helper,5,1.0
347,3447,pamper,5,
348,3448,bedroom,5,
349,3449,bricklayer,5,
350,3450,masonry,5,
351,3451,generated,5,
352,3452,eventually,5,
353,3453,pearl,5,
354,3454,collaborator,5,1.0
355,3455,equally,5,
356,3456,adopt,5,
357,3457,triggered,5,
358,3458,setback,5,
359,3459,shovel,5,
360,3460,outbreak,5,
361,3461,council,5,
362,3462,fulfilled,5,
363,3463,belt,5,
364,3464,shipbuilding,5,
365,3465,detoxification,5,
366,3466,escalator,5,
367,3467,handmade,5,
368,3468,experiencing,5,
369,3469,courageous,5,
370,3470,involves,4,
371,3471,signature,4,
372,3472,speaker,4,
373,3473,suggestion,4,
374,3474,propaedeutic,4,
375,3475,didactic,4,1.0
376,3476,differentiate,4,
377,3477,optimism,4,1.0
378,3478,evaluating,4,1.0
379,3479,pivot,4,
380,3480,id,4,
381,3481,potato,4,
382,3482,substantial,4,
383,3483,carefree,4,
384,3484,fluently,4,
385,3485,hey,4,
386,3486,mastered,4,1.0
387,3487,obviously,4,
388,3488,ib,4,
389,3489,restructuring,4,
390,3490,studying,4,1.0
391,3491,adventure,4,
392,3492,pitfall,4,
393,3493,hierarchical,4,
394,3494,characterizes,4,
395,3495,passport,4,
396,3496,beautifully,4,
397,3497,triage,4,
398,3498,spraying,4,
399,3499,display,4,
400,3500,merchandise,4,
401,3501,styling,4,
402,3502,messaging,4,
403,3503,inc,4,
404,3504,unable,4,
405,3505,poster,4,
406,3506,clarify,4,
407,3507,cure,4,
408,3508,updated,4,
409,3509,coordinated,4,
410,3510,subsidized,4,
411,3511,approved,4,
412,3512,margin,4,
413,3513,utilization,4,
414,3514,phased,4,
415,3515,traceability,4,
416,3516,mitigate,4,
417,3517,mitigation,4,
418,3518,lifted,4,
419,3519,collaboratively,4,1.0
420,3520,uniform,4,1.0
421,3521,criminal,4,
422,3522,released,4,
423,3523,examination,4,
424,3524,ethic,4,
425,3525,fan,4,
426,3526,explanation,4,
427,3527,compromise,4,
428,3528,charm,4,1.0
429,3529,tennis,4,
430,3530,sporting,4,
431,3531,solved,4,
432,3532,trouble,4,
433,3533,mother,4,
434,3534,exchanger,4,
435,3535,password,4,
436,3536,mining,4,
437,3537,exposure,4,
438,3538,passionately,4,1.0
439,3539,punctual,4,1.0
440,3540,potentially,4,
441,3541,characterize,4,
442,3542,said,4,
443,3543,mounted,4,
444,3544,zinc,4,
445,3545,auto,4,
446,3546,backup,4,
447,3547,peripheral,4,
448,3548,criterion,4,
449,3549,purely,4,
450,3550,outsourcing,4,
451,3551,versatility,4,1.0
452,3552,loss,4,
453,3553,collected,4,
454,3554,sustainably,4,
455,3555,predictable,4,
456,3556,refresher,4,
457,3557,robot,4,
458,3558,postal,4,
459,3559,cleaner,4,
460,3560,steam,4,
461,3561,speech,4,
462,3562,everyday,4,
463,3563,wiring,4,
464,3564,fish,4,
465,3565,courtyard,4,
466,3566,shopper,4,
467,3567,holistic,4,1.0
468,3568,extend,4,
469,3569,patriot,4,
470,3570,enjoying,4,
471,3571,safeguarding,4,
472,3572,particularly,4,
473,3573,sub,4,
474,3574,wash,4,
475,3575,hostess,4,
476,3576,centrum,4,
477,3577,pit,4,
478,3578,refrain,4,
479,3579,shed,4,
480,3580,metalworking,4,
481,3581,zone,4,
482,3582,printed,4,
483,3583,bake,4,
484,3584,bonding,4,
485,3585,standing,4,
486,3586,muscle,4,
487,3587,version,4,
488,3588,inspires,4,
489,3589,outsourced,4,
490,3590,becomes,4,
491,3591,joke,4,
492,3592,meat,4,
493,3593,begin,4,
494,3594,ingredient,4,
495,3595,contacting,4,
496,3596,radiant,4,
497,3597,transcendent,4,
498,3598,businesslike,4,1.0
499,3599,complied,4,
500,3600,straw,4,
501,3601,anytime,4,
502,3602,retain,4,
503,3603,qualitatively,4,1.0
504,3604,quantitatively,4,1.0
505,3605,counter,4,
506,3606,fat,4,
507,3607,tested,4,
