,Unnamed: 0,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
810,810,Self-employed chef ,-1,"Company description Pannenkoekenhuys de Molen will open again! We are looking for enthusiastic employees to optimally serve all guests. Working hours are very pleasant for catering concepts! After a certain period of time, a contract will be ready for an indefinite period! Vacancy text In order to provide our guests with a fantastic dining experience, we are looking for independent chefs. What do we ask: Work experience. Creativity in the kitchen. Flexible. Approach mentality. Team player. BHV is a plus. What do we offer: An appropriate salary. Great working hours for the catering industry. Kitchen with lots of light. Be part of a nice team in a renewed pancake restaurant! Contract duration 8 months Expected start date: 22-2-2021 Type of employment: Full-time, Fixed-term Salary: From € 2,000.00 per month Additional payments: Tip Terms of employment: Travel allowance License and / or certificate: Social Hygiene (Recommended) HACCP (Recommended) Tasks: Prepare the dishes correctly and on time Use the kitchen appliances efficiently and safely Keep the kitchen tidy where hygiene is paramount You adhere to all sanitation and food production codes Working from home: No ",-1.0,Pannenkoekenhuys de Molen,Scharendijke,-1,-1,-1,-1,-1,-1,-1,-1
811,811,Administrative Employee Customer Service (On call basis) ,-1,"Are you enthusiastic about serving our vulnerable fellow man? Are you looking for a fun, varied side job in an innovative organization? Then Isabel, our Customer Care manager, is looking for you! For the Service department we are looking for students who want to join the team at least 24 hours a week (more during holidays). This department is the first point of contact for telephone, written and electronic customer questions and complaints regarding the products, services or conditions of FocusCura. At the moment 16 super nice colleagues work here in different positions. FocusCura develops healthcare innovations that enable vulnerable people to live independently and happily for as long as possible. More than 100,000 people now use our services on a daily basis, particularly in the field of personal alarms, home access and medication assistance. For these people, it is important that the support with the use of this runs perfectly, from application to termination. What will you do as a junior Service Employee? In this position you are the 1st point of contact for our customers with regard to questions about our products and services. This can be by telephone or online. You are also responsible for the correct processing of requests and mutations. If necessary, you refer the customer / client to the correct department or colleague. An important part of the job is monitoring the progress and handling of transferred questions and complaints. Overall, the Service department offers support to our Planning, Installation Technology, Product Management and Sales departments. What do we ask of you? Knowledge of MS Office is indispensable, but it is absolutely great if you have worked with Salesforce or other CRM systems; You work carefully and keep your cool when it is busy; You are fluent in Dutch and have sufficient command of the English language; You like (almost) everything that FocusCura does; Of course, just like us, you attach great value to reliability (""a deal is a deal""), service orientation and result orientation. Each team member at FocusCura has his or her own expertise. We can't wait to discover yours! We challenge you to share this with us by applying for this challenging side job! What do we offer? We offer you the opportunity to perform meaningful work in a pleasant, informal and challenging work environment. Although money is not the most important thing in life, we do offer a nice hourly wage with a daily lunch, monthly drinks, a lot of attention for social events (for example at Christmas and Sinterklaas) and an annual staff party. Only if you like it of course ... You will receive a 0-hour contract from us, with a lot of freedom to organize your time yourself. We do expect you to be available at least 24 hours a week, Monday to Friday between 8:30 AM and 5:30 PM. If you have more time to spare besides your studies, you can also work longer hours in consultation. The FocusCura office is a 2-minute walk from Driebergen-Zeist station. Ideally accessible by train! Questions? Then take a look at our website or the social media of FocusCura. Still not quite clear what we do? Then contact our HR department by telephone on 085 - 2083377. We do not appreciate acquisition in response to this vacancy. ",4.0,"FocusCura
4.0",Driebergen-Rijsenburg,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
812,812,Service engineer ,-1,"What are you going to do? We are looking for an experienced Service Technician who can immediately step in to work on our forklift trucks and container handling equipment. You are responsible for, among other things, corrective and preventive maintenance where the customer is central and therefore must be helped quickly. In addition to your strong team spirit and high quality standards, you will work in a team at the local workshop. As a Service Technician you are, in addition to carrying out maintenance work, also responsible for: Assembling and dismantling machines (possibly on location in the Netherlands or abroad); Carrying out repair and maintenance work; Welding work if necessary. What do you need? Do you have a problem-solving ability in detection, repair and execution of tests? As a Service Technician you have strong organizational and technical skills and are flexible when it comes to working service and stand-by services. You also have: A completed MBO training in mobile internal transport / agricultural machinery / commercial vehicle technician / motor vehicle technology; High knowledge of hydraulic, pneumatic and electrical applications; In possession of driving license B; Being a judge is an advantage; Demonstrable experience in tinkering with forklifts and reach trucks. You get: In addition to a very challenging position with varied activities, we offer you a good package of primary and secondary employment conditions, which consist of: A salary between € 2400 - € 3000 gross per month based on 40 hours p / w depending on your work experience; Personal career guidance; Pleasant working atmosphere with enthusiastic and expert colleagues; Possibilities to follow training courses and / or courses; Unique international clients; Job with certainty (chance of a permanent appointment); Own input and initiative are highly appreciated; Career opportunities in function and salary; VNOM uses the hirer's remuneration in accordance with the CLA; Pension scheme; Varied activities in a huge fleet. ",5.0,"VNOM
5.0",Rotterdam,-1,201 to 500 Employees,2009,Company - Public,Consulting,Business Services,Unknown / Non-Applicable,-1
813,813,P&O Administrator ,-1,"Do you see a challenge in keeping an efficient salary and P&O administration? Then view this vacancy! P&O Administrator | 32 hours Location: Westmaas The function Together with the external payroll administrator, you ensure a smart set-up of the payroll administration, salary checks and analyzes. You are well aware of the changes within tax laws and regulations and you translate this into our internal processes. We carry out the P&O and salary administration for 5 Dutch companies, 1 of which also operates internationally. A total of 350 employees work here with various employment conditions and schemes, which makes the work diverse and challenging.  Activities Implementing, coordinating and controlling the monthly compensation process Investigating tax and employment conditions issues, making analyzes and providing structural solutions Delivery and processing of data for insurance and pensions Control of correct application of rules and procedures Knowledge carrier of the HR and Salary application Afas profit Serving as a backup for the P&O administration Being involved in automation projects, such as the further implementation of Afas profit in the organization  Your profile You would describe yourself as a payroll administrator who also has the versatility to take on other HR matters. You are accurate, take a critical look at existing processes and come up with proposals for improvement. You work well together, are service-oriented and keep an overview. End of the month? You keep a cool head, you have organized your work processes adequately, you are accurate and alert and you know how to deal with work pressure. You also have: HBO working and thinking level, possibly supplemented with PDL At least 2 years of relevant work experience as a payroll clerk Good analytical skills Basic knowledge of social insurance, pensions, wage tax and employment conditions Experience with an HRM and Salary processing package, preferably Afas and good knowledge of Excel Good communication skills, being able to explain clearly, both orally and in writing  Our offer Challenging position with room for own initiative Part of the HR team, consisting of five close colleagues with a high degree of commitment, responsibility and willingness to serve Informal and down-to-earth working environment Appropriate employment conditions Working in an organization that has both feet on the ground  Our company Working at Van Iperen means working for a leading Dutch family business in the agricultural sector. We have been a growth specialist since 1921. The love for everything that grows and flourishes is deep in our fibers and we share this passion with our customers. We guide our customers with an integrated approach to feed, strengthen and protect crops. We are working with them on a future-proof agricultural sector. www.iperen.com  Interested? Send your resume and motivation to applicants@iperen.com. Would you like more information about this vacancy? Please contact Renate Houweling, Head of P&O, on 0186-578888 ",-1.0,Van Iperen,Westmaas,-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
814,814,System engineer / Android specialist ,-1,"Job description “Mobile working is the future! And it is great fun to develop, maintain and manage this for one of the most versatile organizations in the Netherlands. ” Puck Jannink, system engineer at the Tax and Customs Administration's mobility team. Mobility and collaboration services maintain the solutions within the services digitally collaborate and communicate for the tax authorities with more than 30,000 potential users. Flexible and virtual infrastructure play an increasingly important role. Mobility is a small specialist DevOps team that enthusiastically controls and manages the mobile fleet with iOS and Android devices of the Tax Authorities. As a system engineer you know all the ins and outs of the Android platform. Within our team you play an important role in the management of our platform with around ten thousand Samsung devices. As a system engineer, you and the team ensure that employees of the Tax and Customs Administration can use their Android devices safely and in a pleasant way. You organize that all devices receive the correct updates on time and meet the security requirements of the tax authorities. In doing so, you and our security specialists estimate the content and urgency of the updates. You also offer third-line support to Android users and write easy-to-read instructions for them. With the ICT service desk you ensure coordination about solutions for issues. In your role as a system engineer, you think along about and manage the devices via our enterprise management system. Now that is MobileIron; in the future Workspace one. The management of our Knox Mobile Enrollment portal is also part of your job responsibilities. Because you are interested in the roadmap of Google and Samsung and the course that the companies are following with their technology, you are an important source of Android knowledge. Not only for the mobility team, but also for the support departments and our Android users. Shall we do business and will you become the new colleague of this team? Or would you rather first talk about your future work? Please contact Fred Bruins, lead team mobility, on 06 - 18 61 85 99. Job requirements You have a higher vocational education level and preferably a diploma in (technical) computer science. You have excellent knowledge of and experience with Android, both with the operating system and with the devices. You have knowledge of and experience with managing Android devices via an enterprise mobility management platform. You speak and write excellent Dutch and English. Your competences? collaborate analyze planning and organizing results-oriented self development Do you recognize yourself in this too? You work with a positive and enthusiastic attitude and only want the best for our Android users. You can plan and organize your activities independently. You can also monitor the progress of your work and make it clear to your colleagues what you are doing. Good service is important to you in your work. Moreover, you can communicate clearly, make contacts easily and work well together. You can quickly switch between different cases and come up with innovative solutions for issues. And you always want to keep developing and specializing yourself. Terms of employment Salary level scale 9 Salary description In principle, classification takes place in the next lower salary scale. In the presence of relevant knowledge, experience or for labor market considerations, classification may take place in a higher position in the relevant salary scale. In special cases where the available knowledge and / or experience justifies this, there is also the option of being classified directly into the salary scale corresponding to the position. Monthly salary Min € 2,824 - Max. € 3,990 (gross) Employment Employment contract for a definite period with a view to an indefinite period Contract duration Temporary appointment / Fixed-term employment contract with a view to an indefinite period Minimum number of hours per week 32 Maximum number of hours per week 36 Other employment conditions In addition to salary, you also receive an individual choice budget (IKB). Your IKB consists of money (IKB budget) and time (IKB hours). The IKB gives you the option of having part of your IKB budget paid out at the times you choose. And you have the option of converting part of your IKB budget into leave or vice versa. You can also spend the IKB budget on a tax-friendly purpose, such as a bicycle, company fitness or professional literature. The national government is strongly committed to personal growth and career development and offers numerous opportunities for this. The secondary employment conditions include study facilities, parental leave and a commuting allowance. We expect our employees to act with integrity and we ask new employees for a Certificate of Good Conduct (VOG). If this cannot be submitted, no a follows employment contract or the employment contract will be terminated after 3 months at the latest if it is clear that no VOG can be submitted. Particularities We would like to receive your letter and CV in a Word or PDF file. If you claim a priority position, please also enclose a copy of that notification. Preference is given to candidates who best match the profile drawn up. This relates to both the mentioned training (s) and work experience requirements. Please state these clearly in your CV. We request that employees of the Tax and Customs Administration who have been working in their current position for less than three years or who are engaged in a start-up training or induction process clearly state in their motivation letter what the reason is for applying within the three-year period. The Tax and Customs Administration is committed to employing employees who fall under the target group of the Job Agreement Act. Do you fall into this target group and are you in the target group register? Then we also invite you to respond! We will work with you to see if and how you can fulfill this position. Knowing more? Then click here! An (online) pre-selection test and / or an assessment can be part of the application procedure, as can the creation of a case, requesting references and (online) screening, for example via databases, (search engines) and social networks. Your application will only be processed if you respond with the application button and your CV and motivation letter are enclosed. After the closing date it is no longer possible to process your application. Keep in mind that applying for a job may cause technical difficulties. So don't wait until the last moment. Apply? The Tax and Customs Administration invites you to apply on their site. Via the ""Apply"" button you leave this site and go directly to the application form. Central government values ​​a diverse and inclusive organization. Working in diverse teams makes us more effective, more innovative and the work more fun. Everyone is therefore invited to apply. ",3.6,"Belastingdienst
3.6",Apeldoorn,-1,10000+ Employees,-1,Government,Federal Agencies,Government,Less than $1 million (USD),-1
815,815,Internship Project Management | HBO Civil and Electrical Engineering in Zwolle ,-1,"Prowind is looking for a Civil Engineering / Electrical Engineering Intern. We are a major project partner of wind and solar parks. Prowind is active in the Netherlands, Canada, Romania and Germany. Our parent company is located in Osnabrück. Prowind is a unique company, we distinguish ourselves in the sector by opting in principle for citizen participation. Prowind initiates and realizes citizen projects for sustainable energy generation. We do this on the basis of active participation, in which we work in a professional, flexible and transparent manner with all stakeholders and treat people, animals and the environment with respect. Due to our ambitious growth plans, we are looking for an internship HBO Civil Engineering or HBO Electrical Engineering for our location in Zwolle. What are you going to do? During your internship you will work on various projects within Prowind BV. These are challenging projects in sustainable energy; Help with purchasing, such as comparing quotations and setting up calculations; Right hand project manager; Attending project meetings and taking minutes; Close contact with suppliers and partners; Managing subcontractors; Control planning and budget; What do you bring? You have a feel for civil engineering, concrete construction, earthwork and electrical engineering; You are a driven and enthusiastic person; HBO degree in civil engineering or electrical engineering; Eager to learn; Arranging and organizing is in your blood; You are a connector. In no time you will understand how the processes work; What do we offer: A challenging internship with plenty of room to develop yourself; A team of enthusiastic colleagues with good guidance; Sufficient space for your internship assignment; Market-based internship fee; Duration: half a year or year; 40 hours a week; More information can be found at www.prowind.com/nl. For additional questions you can contact Tim Logtenberg (Project Manager Prowind) 06 34 102 437 or Yvonne Teutscher (Controller Prowind) 06 28 378 095 Contract duration 6-12 months Type of employment: Full-time, Internship Work schedule: Mon-Fri ",-1.0,Prowind BV,Zwolle,-1,-1,-1,-1,-1,-1,-1,-1
816,816,Carer IG Orthopedics Intermezzo ,-1,"What are you going to do? Intermezzo Zuid is looking for colleagues who are interested in providing complex care within the rehabilitation department of orthopedics. Are you the Nurturing IG we are looking for? Then apply quickly!  Do you recognize yourself in this? You are a certified Health Care Professional or Nurse and preferably have some experience with rehabilitation. you have good social skills for maintaining contact with customers, family members and colleagues; you like to work on the basis of flexible working hours; you know how to master the work quickly; you have good communication skills and are stress resistant; you can work well together, but you also take responsibility independently.  Recruiter Samuel Akopyan Phone no. work 06-50192623 Email work s.akopyan@laurens.nl  What do we offer you? An annual contract with hours in consultation; A salary according to salary scale 35 CAO VVT; A year-end bonus of 8.33%; Holiday pay of 8%; Pension accrual at the Zorg en Welzijn pension fund; Discount on various collective insurances; Bicycle plan and other interesting personnel offers such as sports at a discount; Good Habitz online training courses for personal development.  Application procedure  Step 1: You apply Step 2: Screening interview Step 3: Personal interview Step 4: The match  What does your new workplace look like? Intermezzo is a Specialist Center for rehabilitation and short-term care and is specialized in CVA care, wound care, oncology, neurological rehabilitation / Parkinson's, orthopedics / amputation care and COPD. The clients temporarily stay at our location. With your team you work closely with various hospitals, including Erasmus MC Rotterdam. What makes working at Laurens so much fun No two days are the same at Laurens. Thousands of elderly people rely on the care of Laurens every day. Our people say what they think, love to tackle things and are close to our customers. You can really make a difference with us. Gladly even!   LinkedIn Facebook Instagram Contact | FAQ | Privacy ",3.2,"Laurens
3.2",Rotterdam,-1,10000+ Employees,2006,Company - Private,-1,-1,Less than $1 million (USD),-1
817,817,Service engineer ,-1,"What are you going to do? Are you looking for a new challenge in which you take responsibility for the execution of your tasks? Then this organization is perfect for you! With your skills and ideas you have the opportunity to make a difference within the organization. This organization is one of the largest full service providers on the market. You are dealing with logistic and tactical military vehicles on wheels and tracks, combat vehicles and military tower systems. Do you want to provide service to military vehicles? Then apply immediately! Detecting malfunctions and you make diagnoses with a correct approach to solve the problem; Performing maintenance on the basis of checklists; You decide for yourself whether parts need to be replaced and when this is no longer profitable; You are responsible for the correct and thorough performance of the tasks following safety, health, safety, environmental and quality regulations; In consultation with the foremen, you make decisions regarding maintenance and repairs. What do you need? Do you want to work as a service technician and are you looking for a versatile position? Then respond to this vacancy. What do you bring with you? You have at least a completed diploma in vehicle technology or commercial vehicle technology; You have extensive knowledge of automotive and construction work, operation of pneumatic, hydraulic and electrical systems; You have knowledge of check points for periodic checks and maintenance and legal inspection requirements for heavy commercial vehicles (APK); You are in possession of a VCA certificate or you are willing to obtain it; You have knowledge of the application and use of specific measuring equipment and tools. In short: Do you enjoy working in a nice team and are you driven by varied activities? Then apply immediately! You get: Excellent salary between € 2,300 and € 3,200 (depending on your education and work experience); Full travel allowance € 0.19 per kilometer commuting; Possibility of permanent employment; Car, laptop and telephone are possible; Many vacation days; study and training budget; Training and courses are offered so that you can specialize yourself; You will work in a good working condition and atmosphere; You work independently and are given the freedom to work proactively; Flexible working hours; Good pension scheme; A generous secondary work arrangement You have a wide variety of tasks every day is different; Much attention to your personal development; Growth opportunities in terms of both position and salary. ",5.0,"VNOM
5.0",Ede,-1,201 to 500 Employees,2009,Company - Public,Consulting,Business Services,Unknown / Non-Applicable,-1
818,818,Service technician (m / f / x) ,-1,"Service technician (m / f / x) The Netherlands - BeNeLux bk Group is the market leader and most important top address for retail maintenance in Europe. Only the most renowned customers belong to our international clientele such as e.g. adidas, Asics, Apple, Geox, Hermes, Hugendubel, Mango, Prada, Swarovski, Rituals, and others. Unlike many other companies, at bk Group YOU are personally, not as an employee, but as a person, at the center of all our actions and activities. Exactly in accordance with our business philosophy: ""Treat other people the way you would like to be treated, and start doing it too."" Our guideline A company culture based on trust, always with a passion for professionalism and the pleasure of top performance and with only one goal: to enrich the world of shop fitting with unique solutions and to help develop the future of the retail world throughout Europe. Our demands Positive attitude to life Enjoy your daily work Kindness and helpfulness Completed training in a craft profession All-round craftsmanship Independence Dutch compulsory (oral and written) Additional language skills in French, German and / or English are an advantage Great willingness to travel You tasks As a service technician you visit the top addresses of our customers and carry out all necessary repairs as part of a fixed tour, mainly to the lighting, but also minor repairs and painting. In addition, you also complete various maintenance tasks and inspections when the time is right. Our compensation Fixed salary Perspective for long-term work in an extraordinary company Unique working atmosphere in a successful and motivated team A work contract for an indefinite period Your own fully equipped service vehicle (+ fuel card) A company mobile and a tablet PC for daily tasks Health bonus with a maximum of 5 extra vacation days Extensive training during the initial period No weekend work No 24-hour emergency services Flexible timelines for the visits in the stores and a working week without fixed visiting times per month allow you to integrate your private obligations. International working environment Annual excellent corporate events Realize the dream of your favorite job. Benefit from the limitless international possibilities of bk Group. What more can you expect In addition to exciting tasks and challenges in the shopping metropolises of Europe, we offer a working environment where you can be successful with pleasure and pleasure. Let us surprise you with the best long-term career prospects, individual development opportunities and attractive remuneration. Type of employment: Full-time Work schedule: Flexible work schedule Mon-Fri Education: Primary Education (Required) License and / or certificate: Driver's License (Required) Language: Dutch (Required) Working from home: No ",1.0,"bk Group
1.0",North Brabant,-1,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
819,819,Online Marketer ,-1,"Job description We are looking for an online marketer who can help our customers set up smart marketing campaigns and who can set up new Google Adwords campaigns. You find it a challenge to evaluate and optimize the effectiveness of campaigns with your own professional knowledge. In the field of Google Adwords you know how to find your way in various types of campaigns (Search, Display, Video and Shopping). You also have at least two years of experience with online marketing such as SEO and Google Analytics. As an online marketer, we offer you a versatile job with the aim of optimizing online campaigns. Who are we? Website promoter is a young, enthusiastic and fast-growing online marketing agency based in Eindhoven. We advise, create and communicate suitable online campaigns in both SEO and SEA for various companies. Our customer portfolio is very diverse, we have local, regional but also international customers. With our enthusiastic and young team, we work together in an informal atmosphere on the growth of our online marketing agency. What are you going to do? You come up with convincing SEO campaigns You set up Google Adwords campaigns that meet the standards (this can be Search, but also Shopping, Display) You give our customers advice by telephone You taste the needs of the customer and respond to this Who are you? You have at least two years of experience with online marketing You have built up experience at an online marketing agency (pre) You can work on a project basis and switch quickly What do we offer you? A competitive salary A challenging position where you continuously develop yourself A close and informal working atmosphere Are you an online marketer and do you want to know more about the vacancy? Send your curriculum vitae and motivation letter or call Joeri Spronck for more information on 040-7370318. Type of employment: Full-time, Indefinite period Work schedule: Mon-Fri Working from home: No ",-1.0,Websitepromotor,Eindhoven,-1,-1,-1,-1,-1,-1,-1,-1
820,820,Online Marketer ,-1,"Job description We are looking for an online marketer who can help our customers set up smart marketing campaigns and who can set up new Google Adwords campaigns. You find it a challenge to evaluate and optimize the effectiveness of campaigns with your own professional knowledge. In the field of Google Adwords you know how to find your way in various types of campaigns (Search, Display, Video and Shopping). You also have at least two years of experience with online marketing such as SEO and Google Analytics. As an online marketer, we offer you a versatile job with the aim of optimizing online campaigns. Who are we? Website promoter is a young, enthusiastic and fast-growing online marketing agency based in Eindhoven. We advise, create and communicate suitable online campaigns in both SEO and SEA for various companies. Our customer portfolio is very diverse, we have local, regional but also international customers. With our enthusiastic and young team, we work together in an informal atmosphere on the growth of our online marketing agency. What are you going to do? You come up with convincing SEO campaigns You set up Google Adwords campaigns that meet the standards (this can be Search, but also Shopping, Display) You give our customers advice by telephone You taste the needs of the customer and respond to this Who are you? You have at least two years of experience with online marketing You have built up experience at an online marketing agency (pre) You can work on a project basis and switch quickly What do we offer you? A competitive salary A challenging position where you continuously develop yourself A close and informal working atmosphere Are you an online marketer and do you want to know more about the vacancy? Send your curriculum vitae and motivation letter or call Joeri Spronck for more information on 040-7370318. Type of employment: Full-time, Indefinite period Work schedule: Mon-Fri Working from home: No ",-1.0,Websitepromotor,Eindhoven,-1,-1,-1,-1,-1,-1,-1,-1
821,821,Ventilation Mechanic ,-1,"What are you going to do? Do you have experience as a ventilation engineer? And are you looking for a new challenge? please contact us directly! You are the 'calling card' of the company and you are a customer-friendly and service-oriented person by nature. As a ventilation engineer, no two days are the same and you are responsible for the following activities: Sliding, assembling and self-tapping air ducts; Supply and installation of air ducts and complete extraction systems; Non-residential and residential construction; You are responsible for installing Ventilations for both companies and individuals; Maintaining Ventilation Systems; Providing advice to customers. What do you need? Are you an experienced Ventilation Mechanic and do you meet the following requirements? An MBO training towards Installation Technology; Several years of experience as a ventilation engineer; In possession of a VCA; In possession of a Driving license B; Independent work posture; Contact us directly! You get: As a ventilation engineer you will receive excellent terms of employment and you will work for a progressive company including: Company car; An excellent salary of € 2400 to € 3200 (depending on your work experience); Prospect of a permanent contract; Safe working environment; Development opportunities; Travel allowance; A good pension scheme; All your expenses will be reimbursed; Growth opportunities; Training opportunities; Independent job within an innovative dynamic organization; laptop / tablet / company phone. ",5.0,"VNOM
5.0",Rotterdam,-1,201 to 500 Employees,2009,Company - Public,Consulting,Business Services,Unknown / Non-Applicable,-1
822,822,Ward nurse ,-1,"Team Enschede - Enschede - 24 hours a week As a nurse in the neighborhood at TSN Thuiszorg you have a challenging and varied position. You have an eye for the person behind the healthcare demand and you think in terms of solutions and possibilities. Do you think qualitative care with an eye for the person behind the care demand is just as important as we do? Then we would like to get in touch with you! For the Enschede team we are looking for a Nurse in the neighborhood for 24 hours a week What are you going to do? Together with the team, you ensure appropriate and high-quality care every day. As a Nurse you come to the client's home and perform various technical nursing procedures. You identify changes to the care plan and adjust the care plan where necessary. If desired, you can consult with the Directing District Nurse about nursing interventions and, where necessary, you can contact our specialist nurses or other care providers, such as general practitioners and hospitals. Every client is different, no two days are the same! We ask: Completed training as a Nurse A valid BIG registration Registered in the quality register or willing to do so Sense of responsibility Empathetic ability A healthy dose of humor Valid driver's license and preferably a car What does TSN offer you: You get a place in a professional team within a dynamic and innovative organization. Together with the team, you will be given the space to largely organize the care yourself. You will be facilitated and supported by a large support organization so that you can focus on the client. We also offer: Salary in accordance with FWG45 of the collective labor agreement VVT (min. € 2,419.91 and max. € 3,264.29 gross per month for a working week of 36 hours) A temporary employment contract with the chance of permanent employment 8.33% year-end bonus 8% holiday pay and a generous leave scheme A tablet and telephone on loan Group discount on health insurance Extensive training opportunities The possibility for an additional role within the team Where are you going to work: TSN Thuiszorg is a national home care organization with a strong local focus. We are close to our clients, employees and social partners. We combine substantive quality with an efficient working method and solution-oriented ability. Together with other care providers, informal carers and volunteers (organizations), we always organize care close by. At TSN Thuiszorg we work with small independently operating teams of healthcare professionals. As a nurse in the neighborhood you work together with general practitioners, informal carers and welfare institutions. You provide the care necessary to promote the client's self-esteem and independence. As a Nurse in the neighborhood you work together with your team and you are involved in the development of this. Thinking along is more than appreciated. It is pleasant working at TSN. You work with people in the neighborhood who really need you, for which you mean something. People who appreciate you and your work. As an organization we are dynamic and innovative. At TSN we work with tablets, so you have less time for administration and more time for the client. Our innovative character makes us slightly different from all other home care providers and therefore able to exceed expectations. More information or respond immediately? For more information about these or other vacancies, you can contact our colleagues from the Back Office on telephone number 050 524 1131 or via recruitment@tsn-thuiszorg.nl You can respond quickly and easily by leaving your CV via the button below. We will contact you soon! The Certificate of Good Conduct (VOG) and an inquiry with the Health Care Inspectorate are part of the application procedure. Acquisition is not appreciated. ",-1.0,TSN Verzorging & Verpleging,Enschede,-1,-1,-1,-1,-1,-1,-1,-1
823,823,Field service technician ,-1,"GREAT KITCHEN GILDE® Specialist in professional kitchen furnishings We are: Grootkeuken Gilde and we are looking for two right hands to strengthen our energetic team. These two right hands with a portion of common sense fulfill our position of full-time Repair Mechanic / Service Mechanic / Installation Mechanic in the most beautiful region of the Netherlands, namely Limburg and Brabant. Would you: · Working in an environment where the important “extra step” is taken with passion, craftsmanship, involvement & attention for each other and for the customer? Working in a highly organized team? Working in a very good atmosphere? Freedom & participation in your own planning? Working on top brands and top quality? Never have a boring day? Are the basis of quality? Driving a better service bus than your colleagues (fully equipped mobile workshop)? Because sharing and acquiring know-how is important for the choices you make in your career or within the company. Not only our customers and suppliers, but certainly also your future colleagues have already opted for the certainty of knowledge & quality! Do you have: Two right hands and common sense? An independent & structured working attitude? Have an electrical engineering training? Solutions with challenges? A flexible and decisive attitude? Experience working on gas equipment? A good click with the people around you? Ambition to belong to the top of your field? Unbridled energy? We offer: · A permanent contract A good salary (depending on experience) 25 vacation days Training opportunities A nice team Pension scheme Have we piqued your interest? * Respond quickly! * Call Freek Kempen or Pierre van Ooij (077-476 27 82) for a cup of coffee and an appointment or email your CV via Indeed Secondary benefits: Retirement Holiday pay Company car Company's phone Friday afternoon drinks Type of employment: Full-time, Indefinite period Experience: Mechanic: 1 year (Recommended) ",-1.0,Grootkeuken Gilde,Swalmen,-1,-1,-1,-1,-1,-1,-1,-1
